Name,Gender,Grade,Because I need at least a high-school degree in order to find a high-paying job later on.,Because I experience pleasure and satisfaction while learning new things.,Because I think that a high-school education will help me better prepare for the career I have chosen.,Because I really like going to school.,"Honestly, I don't know; I really feel that I am wasting my time in school.",For the pleasure I experience while surpassing myself in my studies.,To prove to myself that I am capable of completing my high-school degree.,In order to obtain a more prestigious job later on.,For the pleasure I experience when I discover new things never seen before.,Because eventually it will enable me to enter the job market in a field that I like.,"Because for me, school is fun.","I once had good reasons for going to school; however, now I wonder whether I should continue.",For the pleasure that I experience while I am surpassing myself in one of my personal accomplishments.,"Because of the fact that when I succeed in school I feel
important.","Because I want to have ""the good life"" later on.","For the pleasure that I experience in broadening my
knowledge about subjects which appeal to me.",Because this will help me make a better choice regarding my career orientation.,"For the pleasure that I experience when I am taken by
discussions with interesting teachers.","I can't see why I go to school and frankly, I couldn't care
less.","For the satisfaction I feel when I am in the process of
accomplishing difficult academic activities.",To show myself that I am an intelligent person.,In order to have a better salary later on.,"Because my studies allow me to continue to learn about
many things that interest me.","Because I believe that my high school education will
improve my competence as a worker.","For the ""high"" feeling that I experience while reading about various interesting subjects.",I don't know; I can't understand what I am doing in school.,Because high school allows me to experience a personal satisfaction in my quest for excellence in my studies.,"Because I want to show myself that I can succeed in my
studies."
511,Female,7,2,6,3,4,3,6,3,6,6,2,4,4,1,4,2,3,3,4,1,5,7,4,6,7,4,6,2,2
512,Male,3,5,3,1,6,4,3,3,4,5,2,5,1,2,1,4,5,1,3,7,4,1,1,5,2,5,5,2,6
513,Male,9,3,7,3,5,3,4,7,5,2,6,5,7,7,5,4,5,3,2,2,2,3,3,5,5,7,2,7,6
514,Female,4,6,1,1,1,5,3,1,5,6,5,5,1,3,6,5,4,2,2,6,3,7,7,6,4,4,1,1,5
515,Male,12,2,2,4,6,6,4,4,4,6,1,4,2,4,2,4,5,5,4,2,2,3,3,7,3,7,1,2,7
516,Female,4,6,3,5,3,3,5,4,1,3,4,2,3,2,4,7,2,6,5,6,5,4,4,4,6,2,6,3,1
517,Female,2,2,2,7,3,3,5,1,6,3,1,2,3,6,1,4,7,5,5,6,7,3,3,4,5,7,7,7,5
518,Male,9,1,3,2,2,5,7,6,3,5,4,6,5,4,4,6,2,4,7,7,3,4,1,6,3,6,4,6,1
519,Female,7,4,7,2,5,7,1,6,3,4,2,5,2,6,5,7,4,1,7,7,5,7,2,6,6,6,6,2,3
520,Female,11,5,3,4,6,5,5,2,3,6,1,6,6,4,6,6,7,4,3,6,2,6,7,7,3,7,5,1,3
521,Male,11,2,3,7,2,4,2,7,5,3,2,6,4,1,1,5,3,7,3,2,6,4,6,7,1,4,7,4,4
522,Female,8,4,1,2,5,7,1,4,4,3,7,1,5,3,3,5,6,6,6,3,2,6,5,1,2,5,3,6,7
523,Female,12,6,1,5,5,4,7,6,6,1,1,6,2,6,6,4,2,1,7,1,1,3,5,7,1,5,1,6,6
524,Female,2,7,5,3,5,6,4,2,6,2,6,1,3,4,2,6,5,6,4,6,1,7,2,6,6,2,1,1,2
525,Male,4,4,5,5,1,4,4,1,7,7,1,3,7,6,1,2,4,4,3,1,5,3,3,3,2,7,3,4,5
526,Male,8,3,2,3,4,4,1,5,7,7,2,4,2,2,1,4,5,3,3,7,2,1,5,4,3,5,5,3,3
527,Male,12,7,2,4,5,6,4,7,7,1,2,1,7,6,6,3,2,4,5,7,1,1,7,2,7,7,6,1,2
528,Female,9,3,7,2,5,4,6,1,5,7,5,7,4,5,4,1,1,4,6,5,4,3,7,6,5,5,2,3,2
529,Male,12,3,3,1,4,6,6,6,4,1,2,6,2,5,2,2,6,6,7,1,6,3,2,5,5,3,4,1,2
530,Male,3,1,4,3,1,5,1,3,1,3,3,6,3,3,6,7,3,3,5,7,4,2,2,7,2,3,7,1,2
531,Female,2,1,7,4,4,3,4,3,7,3,1,4,4,5,4,3,4,6,3,6,3,1,3,3,7,1,6,4,5
532,Male,8,3,5,1,6,7,1,1,1,7,4,3,3,7,7,6,7,7,2,6,1,7,5,7,5,7,6,5,3
533,Male,11,4,1,6,7,3,5,6,6,2,5,6,3,3,4,1,7,2,5,4,3,3,3,7,6,2,2,2,1
534,Male,3,1,4,4,1,1,6,4,7,7,7,2,6,7,5,1,5,6,1,6,7,7,5,6,5,1,2,7,4
535,Female,6,5,1,7,1,6,6,6,6,1,3,2,2,2,2,2,6,4,4,4,2,5,5,6,2,1,2,6,6
536,Male,2,1,1,2,2,2,7,5,1,2,6,2,1,3,7,5,1,4,7,6,1,5,5,5,4,5,3,5,5
537,Male,11,4,2,1,7,6,4,1,1,4,2,1,6,3,1,6,6,1,7,2,3,1,5,6,5,4,1,5,7
538,Male,9,1,3,3,1,5,3,5,5,3,5,4,1,5,4,5,2,3,7,5,3,6,5,2,3,4,4,1,3
539,Male,6,1,1,6,2,6,1,7,7,1,7,4,3,6,4,1,5,6,5,1,1,1,3,3,4,4,4,2,4
540,Female,9,7,4,2,6,3,2,6,3,7,1,2,6,2,3,5,4,2,4,1,3,1,3,5,7,3,1,4,6
541,Female,2,7,1,1,4,5,3,2,6,1,5,3,4,1,7,7,7,3,6,5,7,6,1,6,7,7,1,5,4
542,Male,10,1,2,6,1,5,2,1,3,6,6,1,5,2,5,5,7,5,2,4,3,1,2,1,4,6,7,7,5
543,Female,11,6,7,3,3,1,5,7,3,7,7,4,4,3,5,7,7,2,5,4,6,2,3,3,3,3,3,1,4
544,Male,11,6,3,3,5,4,7,2,2,4,1,1,4,3,5,3,4,1,7,7,6,2,3,3,7,7,7,4,7
545,Male,11,3,6,2,6,7,3,1,4,7,4,4,3,1,7,6,5,1,5,1,3,7,6,7,2,1,5,7,2
546,Female,8,1,6,6,1,7,5,5,6,5,4,1,1,7,1,7,4,1,3,1,1,3,1,6,1,1,1,4,2
547,Female,5,5,3,1,3,3,1,7,4,4,3,5,5,6,7,2,5,3,3,7,7,6,5,7,3,1,5,1,4
548,Male,12,4,7,2,4,4,1,3,3,5,1,4,2,7,1,4,5,7,2,5,4,4,5,3,2,6,1,5,7
549,Male,11,5,2,3,7,2,3,7,2,7,5,2,6,5,1,4,6,3,1,5,5,5,5,2,7,4,2,5,3
550,Female,7,2,4,1,7,2,6,2,7,7,5,1,7,4,2,5,7,2,2,3,2,4,2,5,3,1,6,2,6
551,Male,6,3,2,1,6,1,1,7,6,2,1,7,7,1,4,4,1,1,5,5,4,3,4,2,2,2,4,1,7
552,Male,12,1,6,2,4,4,1,3,5,1,4,2,2,2,2,5,1,7,3,6,1,6,3,4,2,1,5,1,2
553,Male,1,5,2,2,1,2,5,7,6,4,4,3,7,3,3,3,5,3,5,2,6,2,3,2,4,5,6,3,5
554,Male,9,5,4,4,3,5,5,3,4,3,6,3,6,3,1,1,6,4,1,2,7,3,6,6,3,4,7,5,6
555,Male,8,6,5,2,4,1,7,6,3,6,6,3,3,1,2,2,4,3,5,2,2,4,5,1,1,4,3,5,2
556,Female,1,5,4,1,5,2,7,4,7,7,2,1,3,5,2,4,2,5,3,4,1,3,6,2,2,7,5,3,5
557,Female,7,5,4,5,2,5,2,4,7,2,5,2,2,3,6,6,7,4,3,5,2,5,2,1,6,2,4,2,1
558,Female,3,5,4,6,1,1,4,2,6,4,2,7,2,4,7,5,6,5,2,7,2,2,2,6,6,4,7,1,6
559,Male,4,3,4,3,2,2,5,7,6,2,1,4,2,7,7,7,4,3,2,3,7,5,2,5,7,2,6,6,1
560,Female,4,1,3,7,2,2,5,5,4,7,6,6,2,1,6,6,6,3,4,5,4,6,4,2,3,3,3,3,1
561,Male,4,1,7,3,1,4,1,2,5,5,1,7,6,2,7,6,1,6,5,4,3,2,4,1,5,7,3,1,7
562,Male,8,6,6,4,2,1,2,3,2,6,7,4,7,5,3,2,2,3,6,7,6,1,2,3,7,4,1,3,1
563,Female,12,2,5,1,7,5,4,1,6,6,3,4,1,5,2,1,7,1,2,5,3,1,6,7,7,3,1,1,5
564,Male,4,3,6,1,3,7,6,5,5,6,3,5,3,6,3,6,7,4,2,7,7,4,3,2,7,7,1,1,2
565,Female,10,5,5,6,4,4,4,6,7,2,4,5,6,6,7,5,5,5,6,3,2,1,7,4,4,5,6,6,4
566,Female,2,3,3,6,6,7,7,3,4,2,1,5,1,7,2,2,4,6,2,3,3,6,3,3,7,7,7,3,6
567,Male,3,3,7,2,5,6,2,2,2,2,3,6,7,1,1,5,5,6,5,2,4,4,4,4,1,3,1,6,1
568,Female,2,7,6,4,1,7,3,6,2,2,6,1,5,2,3,3,1,7,7,3,3,2,5,7,5,1,2,5,7
569,Female,2,2,2,6,4,5,6,7,2,1,5,1,7,3,2,1,5,2,7,1,6,7,4,2,7,6,1,1,7
570,Male,10,5,4,5,5,3,2,2,2,7,5,5,2,6,4,1,4,3,3,4,2,3,1,3,1,1,7,7,4
571,Female,9,2,4,5,3,6,5,3,5,3,6,1,2,6,2,3,2,3,6,5,1,4,7,2,3,4,2,5,2
572,Female,2,4,1,7,5,7,3,4,1,7,6,2,1,2,3,6,3,4,4,1,6,7,3,3,3,6,1,1,2
573,Male,6,2,6,1,7,6,3,7,1,4,4,4,6,4,7,5,5,2,5,5,1,2,7,4,2,5,3,1,1
574,Female,8,3,7,6,3,3,4,7,2,7,4,3,1,5,4,7,4,4,6,3,4,2,2,4,4,4,4,3,3
575,Female,3,1,4,5,3,5,7,4,2,7,2,7,2,6,5,2,1,5,2,1,4,1,4,3,4,6,3,3,7
576,Male,9,6,5,6,6,5,7,5,4,7,5,2,1,1,6,3,4,6,4,1,1,3,6,6,6,4,2,7,3
577,Male,9,6,1,7,6,4,3,7,1,6,7,1,5,4,5,6,7,3,3,5,4,4,4,3,5,1,4,5,4
578,Male,5,7,7,2,2,5,7,4,7,4,6,7,1,6,3,3,6,5,6,3,6,5,4,4,2,4,5,7,7
579,Male,6,2,2,1,2,2,7,5,4,6,2,5,6,2,4,6,7,6,3,5,7,6,5,1,5,3,5,2,6
580,Male,11,3,5,3,6,7,2,7,7,3,1,2,6,3,7,7,5,1,2,6,5,3,7,7,4,7,2,4,5
581,Female,6,7,3,6,3,4,3,7,1,3,4,4,4,5,4,6,5,1,3,5,6,6,3,7,1,7,5,4,3
582,Female,10,1,2,5,1,6,6,1,3,4,5,4,3,3,1,6,2,1,7,1,3,2,7,4,5,4,5,3,2
583,Male,7,6,6,7,7,3,1,6,3,7,6,3,2,1,5,2,2,1,4,2,7,1,4,4,4,2,3,5,4
584,Female,6,7,2,7,3,7,4,1,7,7,4,5,1,6,7,6,2,5,6,5,6,7,7,6,3,5,6,4,3
585,Female,7,5,6,2,6,2,6,2,6,1,7,7,5,4,1,5,5,2,5,3,7,5,7,3,5,5,6,4,7
586,Female,3,4,7,6,6,1,4,4,6,2,2,2,2,6,2,1,1,5,3,1,7,6,5,7,6,4,4,1,3
587,Female,12,4,7,3,5,3,6,4,7,3,6,5,2,3,5,7,7,1,3,2,4,7,7,1,7,7,2,3,7
588,Male,9,6,5,3,4,2,7,3,1,6,2,3,7,1,4,7,1,6,6,3,1,2,2,3,7,2,3,3,2
589,Female,8,2,4,7,1,3,1,7,5,2,7,5,1,5,5,7,6,7,7,4,7,7,5,1,3,7,5,3,4
590,Male,7,3,3,7,4,3,5,2,3,4,3,4,4,7,4,6,1,7,7,1,5,4,1,2,1,1,3,4,1
591,Male,2,6,1,6,2,6,1,4,2,4,1,2,6,5,1,3,5,7,2,4,2,7,4,6,6,1,3,4,4
592,Female,5,5,3,2,6,4,5,2,5,2,4,6,7,4,2,5,4,7,1,1,7,2,1,4,6,3,6,4,7
593,Female,10,4,1,6,5,3,4,2,2,1,2,4,6,2,6,5,7,5,1,5,4,7,6,2,4,2,2,3,1
594,Female,1,2,5,4,7,6,2,2,2,5,3,7,1,1,6,4,3,6,5,1,3,1,4,1,5,6,7,1,4
595,Male,5,7,4,1,3,5,7,3,4,1,4,2,1,4,7,1,4,2,1,1,4,3,4,5,5,3,2,2,6
596,Female,10,3,3,4,6,7,1,2,4,4,5,7,3,6,3,3,4,2,4,1,2,1,1,6,5,7,2,3,3
597,Male,4,3,1,1,2,1,6,2,1,7,2,2,3,7,5,2,4,1,7,6,7,1,1,4,3,6,4,3,2
598,Female,11,6,4,4,2,3,3,5,4,1,2,1,7,2,5,4,4,4,5,3,4,7,5,5,3,3,5,7,6
599,Female,9,2,3,1,3,3,1,2,7,6,6,4,6,2,5,7,6,3,2,5,4,2,5,1,7,7,6,5,6
600,Female,5,1,5,7,2,6,4,6,2,7,4,5,7,5,4,2,1,2,7,4,3,4,1,1,1,4,7,4,3
601,Male,7,7,3,2,7,1,6,2,3,3,3,6,6,3,7,4,1,2,5,2,2,1,2,6,5,6,5,4,5
602,Female,8,2,3,1,5,6,4,6,2,6,1,3,1,2,6,5,1,5,5,3,4,4,2,2,3,3,5,5,6
603,Female,5,6,7,6,3,5,1,5,5,1,1,7,1,2,5,4,2,4,4,5,3,6,4,2,3,7,6,4,6
604,Female,5,6,2,2,4,6,4,2,5,1,5,6,2,5,3,6,3,1,1,6,2,2,2,6,2,1,3,5,5
605,Male,1,4,5,1,2,6,1,7,7,2,4,7,4,2,6,6,2,5,1,5,5,1,6,3,6,6,2,5,1
606,Female,8,1,6,6,6,5,2,2,5,2,2,4,1,3,3,1,2,4,6,5,5,3,1,3,1,1,7,6,6
607,Female,10,6,6,5,2,7,1,4,3,5,4,2,6,7,6,4,7,2,2,3,6,2,5,5,2,7,5,1,2
608,Male,12,5,7,1,7,4,7,6,1,7,6,2,6,4,6,5,7,4,5,4,7,4,4,6,6,6,7,4,7
609,Female,5,6,4,3,6,7,7,4,1,7,4,4,5,6,1,7,3,2,1,7,6,5,5,2,1,5,1,3,3
610,Male,3,4,6,1,4,3,3,2,7,2,4,5,5,6,3,6,4,6,5,1,6,2,3,4,4,5,1,4,2
611,Male,12,1,1,6,3,4,6,5,6,6,7,7,2,7,5,7,7,6,6,3,3,2,3,6,7,4,7,2,1
612,Male,11,3,5,4,5,6,1,6,2,6,5,6,5,5,6,7,2,1,5,3,5,2,3,6,2,2,2,2,3
613,Female,6,1,7,1,4,3,3,4,4,4,5,4,4,3,3,7,5,2,2,4,3,2,5,7,3,4,7,4,7
614,Male,2,3,4,1,1,6,5,1,4,5,6,2,2,1,2,7,1,4,3,7,5,1,1,5,7,1,1,5,7
615,Female,10,2,7,6,1,3,2,5,1,4,4,3,2,1,1,7,3,1,1,1,2,5,2,2,5,1,2,5,5
616,Male,2,4,3,3,2,3,5,4,2,2,4,2,4,3,7,6,2,2,1,4,3,2,3,4,4,5,7,3,4
617,Female,2,3,2,3,4,6,7,6,5,2,4,7,3,1,3,5,6,5,7,4,2,5,6,1,3,7,1,1,6
618,Male,2,3,4,4,2,7,7,7,3,1,2,6,3,6,4,7,5,3,1,6,3,6,7,5,4,2,6,6,7
619,Male,1,1,7,6,1,2,6,6,6,4,7,2,7,5,4,4,4,6,7,4,1,2,1,1,5,5,3,1,4
620,Male,12,5,2,7,5,7,5,5,3,3,4,4,5,2,2,6,5,2,5,6,4,3,4,7,5,4,2,6,5
621,Female,4,5,2,7,4,2,5,4,1,6,5,5,7,6,2,1,2,3,4,2,2,1,5,3,4,2,1,5,2
622,Female,11,7,1,6,6,7,7,2,1,1,3,4,1,6,4,5,1,3,4,1,2,1,4,5,7,1,5,3,5
623,Female,11,6,7,1,2,7,3,1,7,7,6,1,5,5,4,5,1,4,7,4,4,2,4,6,2,7,4,7,1
624,Female,4,3,4,2,5,5,2,2,4,5,7,7,3,1,3,6,3,6,6,4,4,4,6,7,3,1,6,1,6
625,Female,12,7,1,5,2,3,1,3,1,2,7,6,2,1,2,7,6,1,2,5,1,2,5,1,3,3,2,4,2
626,Male,4,6,6,5,5,4,5,7,2,2,6,6,6,5,7,2,3,6,3,5,6,5,5,5,4,3,7,3,7
627,Female,1,5,6,2,4,7,1,6,7,3,3,4,6,1,2,6,1,7,3,1,1,5,2,2,5,7,7,4,1
628,Female,8,7,4,5,6,2,6,6,5,7,4,5,2,2,5,5,4,3,2,7,6,7,4,5,6,3,2,1,6
629,Female,3,1,5,1,3,6,6,6,3,4,6,3,7,7,1,5,3,2,7,3,7,7,3,6,5,5,5,2,2
630,Male,1,1,1,4,4,1,6,2,7,1,6,6,2,4,2,2,3,2,7,7,3,3,4,1,5,7,5,4,1
631,Male,10,6,5,4,3,5,1,7,6,1,4,5,4,3,6,1,3,2,5,6,5,3,7,3,3,1,7,6,6
632,Female,4,4,3,5,6,5,1,4,7,6,4,5,2,4,5,7,7,1,4,3,7,5,4,6,6,7,2,4,4
633,Female,7,5,7,4,2,5,5,5,6,6,2,6,3,3,2,1,4,3,4,3,3,7,2,2,4,6,2,4,3
634,Female,12,2,4,7,5,7,6,3,6,4,1,2,2,2,5,6,1,4,4,2,6,3,7,2,2,5,7,4,1
635,Female,10,2,3,3,4,6,6,1,3,4,1,2,5,6,3,5,5,5,4,4,7,1,5,6,4,2,3,4,6
636,Female,4,2,6,2,2,2,2,6,7,7,7,3,7,7,2,3,1,3,5,7,2,6,4,5,4,2,1,6,2
637,Female,12,1,5,5,3,4,2,5,7,5,3,1,5,4,2,7,7,4,6,6,6,5,2,3,7,3,6,2,6
638,Female,12,5,4,2,3,4,7,4,5,7,7,1,7,1,7,3,5,5,2,4,6,3,3,2,7,7,3,5,2
639,Male,7,7,5,1,5,2,1,1,3,7,3,2,5,2,1,5,5,4,1,1,4,7,3,4,6,3,1,3,3
640,Female,10,2,4,7,3,1,5,1,3,6,4,1,7,6,5,4,3,6,4,2,1,4,7,7,4,6,6,7,3
641,Female,10,6,1,6,2,5,4,3,4,2,1,2,7,4,6,7,7,4,1,7,4,1,7,1,7,7,5,7,2
642,Female,11,7,6,2,7,5,6,2,4,7,5,6,1,7,5,6,5,2,1,6,4,3,2,4,6,4,2,3,4
643,Female,8,4,7,1,7,5,7,5,2,7,5,1,6,3,3,7,4,6,6,5,2,5,1,7,3,7,7,5,6
644,Male,2,5,5,6,5,6,6,6,1,5,1,5,3,6,6,3,5,2,4,3,2,1,3,7,6,2,6,2,4
645,Male,1,7,7,1,5,1,6,4,4,5,1,4,2,2,3,5,3,4,2,4,5,2,3,6,6,1,6,7,2
646,Female,12,7,2,3,3,7,5,1,4,5,3,5,3,6,1,5,3,7,5,1,5,5,2,3,3,4,2,7,7
647,Male,5,6,6,3,1,3,5,7,4,3,3,5,2,2,5,2,3,4,5,1,1,4,6,3,3,7,1,7,3
648,Female,10,3,4,3,7,5,2,3,4,2,4,1,4,5,2,3,1,2,1,1,5,2,1,2,6,4,3,2,1
649,Female,12,3,1,1,6,2,4,6,2,3,3,7,7,7,5,6,5,2,6,1,7,1,1,6,1,5,1,2,4
650,Female,4,5,6,6,4,2,7,3,5,3,7,1,3,7,7,6,2,6,6,4,1,7,1,3,3,2,7,2,6
651,Male,12,7,4,1,6,4,2,4,5,1,2,4,3,4,6,7,2,2,2,3,1,5,4,3,1,1,3,4,6
652,Male,1,2,3,6,6,3,6,1,2,3,7,2,7,3,3,3,7,2,7,5,5,7,3,6,5,1,5,3,4
653,Female,3,2,3,5,5,4,1,2,5,7,1,2,1,4,3,6,7,1,6,4,1,2,1,2,6,3,7,4,4
654,Male,11,4,5,1,3,5,5,1,1,2,5,5,1,7,3,1,2,3,6,3,6,4,2,7,2,4,5,2,1
655,Female,6,6,1,3,2,5,3,2,4,5,3,6,3,5,3,6,1,5,5,1,2,4,1,6,6,7,2,1,7
656,Male,9,5,5,3,6,3,2,2,1,5,6,3,7,3,7,1,1,7,6,1,2,5,3,7,6,7,7,4,5
657,Male,4,5,6,2,1,1,4,5,6,5,2,4,7,1,5,5,1,1,5,5,2,2,7,6,1,7,5,7,2
658,Female,10,6,1,4,2,6,4,4,3,7,1,6,5,2,3,5,4,4,2,5,7,6,5,5,2,2,6,1,7
659,Male,12,6,2,6,7,7,1,4,1,2,2,4,5,1,7,3,2,3,7,6,7,3,7,7,3,2,5,6,4
660,Female,9,2,2,2,6,2,6,7,7,3,6,5,1,5,4,7,3,7,3,7,1,4,5,6,5,6,1,5,4
661,Female,4,7,3,7,2,2,5,2,4,1,5,5,5,6,3,2,4,2,4,6,7,6,3,6,2,3,3,1,6
662,Male,11,3,7,7,3,6,5,3,7,6,6,5,2,4,3,3,1,3,4,5,7,1,5,6,5,7,5,5,6
663,Female,8,2,4,4,5,4,2,5,5,3,6,7,3,2,5,3,6,2,3,7,7,5,7,3,7,6,6,3,1
664,Male,8,3,7,6,6,2,6,7,6,5,6,5,7,1,3,6,3,5,6,5,6,4,6,1,3,1,6,4,3
665,Female,10,6,5,4,1,7,1,1,3,2,1,4,3,3,5,3,1,1,3,5,6,7,3,4,4,2,7,6,5
666,Male,10,6,2,3,1,6,6,4,2,3,7,7,7,2,5,3,5,4,4,4,6,1,4,2,5,2,3,7,5
667,Male,2,7,5,1,6,6,5,5,5,2,7,3,2,6,6,4,5,2,5,2,4,1,7,2,1,4,2,6,4
668,Female,12,6,5,4,5,5,4,6,6,5,7,3,2,3,2,3,2,5,2,5,7,2,5,5,7,4,7,1,6
669,Female,5,3,4,4,3,5,4,2,1,7,5,6,3,5,7,5,5,6,3,3,5,2,5,7,2,7,7,4,5
670,Female,3,3,5,3,4,5,6,1,3,3,6,4,7,3,5,2,7,2,4,1,3,1,5,7,5,2,5,5,5
671,Female,5,4,7,7,6,1,7,5,1,5,3,2,4,1,5,3,6,7,6,2,3,6,7,5,3,2,4,6,6
672,Male,2,3,3,3,4,6,2,7,5,4,1,2,6,4,7,3,6,3,6,1,6,6,7,6,6,2,7,6,1
673,Male,10,6,5,5,7,4,5,2,2,7,7,4,5,2,3,5,7,7,6,1,7,4,7,3,6,4,2,5,4
674,Female,2,4,5,4,1,3,2,6,3,3,2,1,2,7,2,6,5,7,2,4,5,2,4,3,1,3,5,5,6
675,Male,12,5,6,6,6,3,6,1,6,3,5,6,4,1,7,6,3,6,6,7,2,7,7,1,1,3,2,7,7
676,Female,9,2,6,7,4,4,3,5,3,4,1,1,2,1,2,3,6,2,7,1,1,1,6,1,3,7,7,6,7
677,Female,2,7,3,6,6,1,4,5,5,4,4,5,6,1,4,5,3,6,3,5,4,4,2,3,5,4,5,7,4
678,Male,12,2,2,4,7,2,5,3,1,4,6,4,2,3,7,6,5,4,3,7,7,1,5,3,7,6,4,5,2
679,Male,12,2,3,6,2,1,3,2,1,3,2,4,6,4,7,4,3,2,5,2,3,3,5,7,2,7,2,4,6
680,Male,6,5,7,2,7,2,7,2,1,1,4,2,5,1,1,6,1,3,4,5,1,1,6,5,7,7,1,3,3
681,Male,3,5,5,3,7,6,7,1,2,3,5,1,5,1,4,6,1,1,5,6,5,3,1,4,2,4,2,7,1
682,Female,7,1,7,6,2,6,4,6,5,6,1,4,5,3,5,1,4,1,7,1,2,4,3,7,1,2,6,4,6
683,Female,5,5,3,6,1,5,3,5,3,3,6,2,2,1,7,7,7,2,5,1,6,5,5,4,7,4,3,7,1
684,Male,2,7,1,6,1,5,1,1,3,7,5,2,1,5,4,4,2,3,1,6,2,1,7,1,3,5,2,3,7
685,Female,12,3,2,5,1,1,6,4,4,2,2,1,4,2,3,4,5,1,2,2,1,3,2,1,3,7,7,1,4
686,Female,12,5,2,7,7,7,3,7,7,7,5,5,2,2,2,4,2,5,4,7,2,4,7,7,3,2,5,7,5
687,Male,6,2,6,5,6,1,3,1,3,5,7,1,3,7,5,1,7,7,5,1,5,3,7,2,2,1,5,2,4
688,Female,4,7,2,7,6,6,2,3,7,4,6,7,7,5,7,6,3,4,4,4,6,4,2,4,6,1,2,2,7
689,Male,6,1,2,6,3,6,4,3,1,6,4,2,2,1,1,2,7,7,1,5,1,1,7,2,6,4,1,6,4
690,Male,6,4,1,4,6,7,5,4,7,2,4,3,3,5,4,2,3,1,7,3,2,5,4,3,2,4,6,6,4
691,Male,5,7,1,6,3,6,4,6,7,7,4,5,2,6,7,7,3,5,5,6,7,3,5,4,4,6,4,2,2
692,Male,10,1,6,3,3,1,5,4,6,6,3,7,5,2,1,3,4,3,5,1,2,3,2,7,4,7,3,6,2
693,Female,9,3,5,5,2,2,6,5,4,4,4,5,5,3,3,5,7,5,6,6,3,1,3,7,5,3,5,6,7
694,Male,2,5,6,4,6,2,6,3,2,2,4,7,2,3,6,7,4,1,4,1,1,6,1,6,1,1,7,4,6
695,Female,4,6,5,4,7,1,4,5,4,4,4,1,3,2,4,6,6,1,4,4,4,2,6,7,7,1,3,2,2
696,Male,1,5,5,7,3,2,6,3,2,7,1,2,7,4,2,7,7,4,3,4,4,5,5,3,1,2,3,4,5
697,Female,5,4,1,7,1,6,1,5,1,3,2,5,2,1,5,4,5,4,7,3,7,4,1,2,5,2,2,6,5
698,Male,2,1,1,4,3,4,7,2,5,6,4,4,4,4,2,3,4,5,4,3,3,2,7,1,7,2,1,6,7
699,Male,2,7,2,4,5,6,2,2,2,3,6,7,2,7,1,4,4,2,4,5,2,3,7,5,7,6,1,1,1
700,Male,8,3,3,1,2,4,4,5,3,5,7,4,7,2,2,4,5,6,3,4,5,6,3,3,4,5,5,2,2
701,Female,6,2,4,4,3,7,2,4,2,6,6,4,5,1,2,3,4,7,4,5,2,2,2,6,6,4,5,6,2
