Name,Gender,Grade,Because I need at least a high-school degree in order to find a high-paying job later on.,Because I experience pleasure and satisfaction while learning new things.,Because I think that a high-school education will help me better prepare for the career I have chosen.,Because I really like going to school.,"Honestly, I don't know; I really feel that I am wasting my time in school.",For the pleasure I experience while surpassing myself in my studies.,To prove to myself that I am capable of completing my high-school degree.,In order to obtain a more prestigious job later on.,For the pleasure I experience when I discover new things never seen before.,Because eventually it will enable me to enter the job market in a field that I like.,"Because for me, school is fun.","I once had good reasons for going to school; however, now I wonder whether I should continue.",For the pleasure that I experience while I am surpassing myself in one of my personal accomplishments.,"Because of the fact that when I succeed in school I feel
important.","Because I want to have ""the good life"" later on.","For the pleasure that I experience in broadening my
knowledge about subjects which appeal to me.",Because this will help me make a better choice regarding my career orientation.,"For the pleasure that I experience when I am taken by
discussions with interesting teachers.","I can't see why I go to school and frankly, I couldn't care
less.","For the satisfaction I feel when I am in the process of
accomplishing difficult academic activities.",To show myself that I am an intelligent person.,In order to have a better salary later on.,"Because my studies allow me to continue to learn about
many things that interest me.","Because I believe that my high school education will
improve my competence as a worker.","For the ""high"" feeling that I experience while reading about various interesting subjects.",I don't know; I can't understand what I am doing in school.,Because high school allows me to experience a personal satisfaction in my quest for excellence in my studies.,"Because I want to show myself that I can succeed in my
studies."
11,Female,11,5,5,3,3,3,2,2,4,3,6,6,1,1,3,5,1,1,2,1,7,3,2,2,6,3,2,6,1
12,Male,11,4,2,4,3,3,7,7,1,2,1,1,4,5,4,6,3,2,1,7,4,1,7,2,4,5,5,2,3
13,Female,1,5,6,4,4,6,3,6,5,7,4,2,1,3,7,2,6,3,6,2,5,6,4,1,2,4,1,3,5
14,Male,2,1,7,7,7,3,4,4,2,7,6,4,1,4,7,6,4,3,4,4,6,6,1,3,6,1,3,2,1
15,Female,8,1,6,4,1,6,1,6,1,4,7,2,3,3,1,5,3,3,2,6,2,7,6,1,5,6,3,1,2
16,Male,8,7,7,7,2,6,1,6,4,3,4,5,6,7,3,1,5,2,6,3,7,3,5,5,3,1,2,3,7
17,Male,1,5,3,5,1,4,3,2,1,1,5,6,1,3,2,2,1,6,5,6,2,4,2,3,4,3,7,2,2
18,Female,3,7,6,4,4,1,7,7,4,7,7,7,7,5,3,4,1,7,4,6,5,7,2,1,7,5,3,1,5
19,Female,12,4,5,5,5,1,2,6,3,3,5,6,1,2,5,6,2,2,4,2,5,6,7,5,7,6,6,7,5
20,Female,2,7,7,2,4,6,4,4,5,7,6,6,4,4,2,2,2,6,6,2,2,4,2,3,3,4,2,7,4
21,Female,5,3,5,7,1,6,1,6,2,1,4,6,7,3,4,5,1,4,7,4,1,4,6,3,5,1,6,4,5
22,Female,6,6,5,4,4,6,4,5,6,6,5,4,4,7,2,3,5,2,5,4,3,6,2,7,7,7,5,2,3
23,Female,7,6,3,4,6,6,5,2,4,2,4,3,1,5,4,2,4,3,2,4,3,7,2,5,1,5,5,1,6
24,Female,7,7,6,4,4,5,4,7,7,4,7,6,3,2,7,2,2,7,2,5,6,4,5,4,7,7,3,6,4
25,Female,10,6,4,7,7,7,5,7,2,1,6,2,7,2,3,3,2,4,7,7,7,3,3,6,4,6,6,6,3
26,Male,1,6,6,1,1,4,7,6,4,1,3,6,6,1,1,6,1,2,2,1,5,5,6,7,3,2,1,6,4
27,Male,9,5,2,1,2,1,4,7,3,7,7,2,4,6,1,5,5,3,7,5,5,1,2,2,7,7,5,7,3
28,Male,4,4,5,4,4,1,6,6,6,7,1,1,4,4,6,3,3,4,1,7,5,4,6,7,6,3,6,7,3
29,Male,2,5,7,5,1,5,3,7,6,1,4,5,7,2,4,5,4,4,5,1,2,7,3,7,5,3,3,4,1
30,Male,12,2,3,1,2,4,4,1,6,1,7,2,2,1,7,4,1,4,4,2,3,4,6,3,1,2,7,5,6
31,Female,9,7,3,7,6,1,7,4,5,6,5,3,7,4,4,6,2,7,3,2,1,7,5,7,3,7,3,3,6
32,Female,11,2,6,3,2,1,3,1,6,3,7,1,1,7,5,4,3,6,7,2,2,2,6,6,5,4,5,3,1
33,Male,4,2,7,1,2,6,1,1,6,3,5,4,5,5,7,3,6,2,7,3,4,6,7,1,7,1,2,6,5
34,Male,2,6,3,3,7,3,5,4,7,3,7,3,2,5,3,1,5,6,1,4,1,7,3,5,2,6,4,7,1
35,Female,3,6,7,5,6,1,5,6,4,4,3,1,4,7,2,3,5,6,7,1,4,2,7,2,4,3,2,5,2
36,Male,12,5,7,7,1,3,3,3,7,1,4,2,5,3,5,3,5,1,7,2,1,7,2,3,6,6,2,2,2
37,Female,9,1,7,1,3,2,5,3,1,7,7,7,3,2,2,1,7,2,5,3,1,2,2,4,5,2,5,2,3
38,Male,7,7,1,3,7,3,6,2,1,1,2,3,5,1,7,2,6,4,5,7,3,6,5,4,3,4,4,7,7
39,Male,8,1,3,6,2,3,3,1,4,7,5,3,1,5,1,3,1,5,7,4,4,1,4,4,4,1,7,3,3
40,Female,7,2,7,1,3,2,5,3,5,5,1,2,6,6,4,7,7,3,4,5,2,3,1,1,6,7,4,3,4
41,Male,3,6,5,1,4,4,3,4,5,1,7,4,5,6,6,6,3,6,1,5,5,4,3,4,7,3,4,6,1
42,Male,3,4,7,4,6,7,1,6,6,4,4,3,6,6,6,2,4,1,4,1,2,6,2,3,4,1,6,3,5
43,Male,9,4,2,3,4,4,7,7,1,3,3,1,3,4,1,5,6,4,2,1,5,2,3,7,1,6,5,1,1
44,Male,5,5,3,7,6,1,4,5,3,3,3,6,5,7,7,3,6,1,6,4,7,5,2,4,3,7,5,4,5
45,Female,4,4,2,3,2,3,6,2,4,4,1,4,1,2,6,6,3,3,7,1,1,6,2,6,2,2,6,3,4
46,Female,9,3,7,6,2,6,6,4,2,6,7,6,3,1,3,5,6,4,4,1,3,3,3,6,6,6,4,4,3
47,Male,2,4,4,4,5,3,7,7,7,6,4,6,1,3,1,5,4,4,5,5,3,7,2,3,5,7,6,5,6
48,Male,3,3,5,6,4,4,1,3,6,2,6,5,5,2,3,7,3,3,3,6,4,3,6,6,3,7,7,4,5
49,Male,8,1,6,3,4,5,1,2,6,4,7,1,3,4,3,3,2,4,1,5,6,3,7,1,4,2,6,6,3
50,Female,7,6,4,5,6,4,6,3,6,4,6,6,3,6,2,7,6,6,5,7,6,1,1,4,7,6,2,4,7
51,Male,2,7,7,4,4,2,3,5,3,7,6,4,6,3,7,3,5,2,2,7,5,6,5,3,5,6,2,2,1
52,Female,4,7,2,5,2,5,4,2,6,4,7,5,4,5,4,3,7,4,7,1,6,4,7,5,3,3,4,4,1
53,Male,4,2,3,6,2,7,7,6,5,5,4,6,4,3,1,7,5,2,4,5,5,4,6,3,7,4,2,7,2
54,Female,5,1,4,4,6,7,4,2,3,4,2,3,4,1,3,3,4,2,5,2,5,6,5,2,6,1,3,1,7
55,Male,7,5,3,1,2,4,7,7,7,1,7,1,3,6,1,5,5,3,3,4,1,3,5,3,3,6,3,7,3
56,Male,12,6,7,6,5,2,6,6,1,1,3,7,1,6,6,4,1,2,4,1,2,6,6,2,4,5,5,3,6
57,Male,11,1,2,4,6,2,2,6,2,7,3,4,5,5,3,7,5,5,5,1,5,7,1,3,5,5,3,3,2
58,Male,4,4,3,7,2,1,6,1,1,4,3,3,2,4,7,2,4,4,3,2,3,4,4,1,6,4,7,1,4
59,Male,4,4,2,3,6,6,6,3,2,1,2,4,2,4,3,6,3,5,1,5,7,3,1,5,1,3,6,5,4
60,Male,11,2,1,7,2,1,2,5,6,7,6,6,1,7,1,2,7,4,7,5,2,4,2,7,5,6,2,3,1
61,Female,11,3,3,6,2,6,2,4,2,4,3,4,2,2,7,2,6,4,6,5,4,6,6,2,5,2,2,7,1
62,Female,11,6,3,2,7,2,2,5,3,7,3,3,3,6,5,6,2,3,2,6,7,4,4,5,2,3,3,2,4
63,Male,8,5,2,5,7,4,5,7,2,6,1,7,4,3,3,5,2,2,2,5,6,3,4,1,6,1,4,7,2
64,Female,12,2,4,2,1,2,1,4,3,1,3,5,5,3,1,5,6,4,2,5,7,2,1,2,6,1,6,5,5
65,Female,8,5,1,4,2,6,4,2,3,4,5,2,1,3,7,3,2,1,1,4,3,3,5,4,2,7,6,7,6
66,Male,1,2,3,1,4,3,2,5,7,2,6,7,7,6,3,6,6,7,1,6,7,2,2,5,2,3,4,1,6
67,Female,7,3,1,5,1,1,5,5,7,7,2,1,7,4,3,3,6,4,2,5,3,1,1,2,7,3,4,1,6
68,Male,7,5,2,6,1,2,5,5,6,5,5,2,5,4,2,5,5,1,6,4,5,4,6,2,5,5,5,7,2
69,Female,7,4,3,3,5,4,4,1,3,2,2,3,5,5,1,1,7,7,4,7,2,2,5,6,4,2,2,4,3
70,Male,6,6,4,7,3,5,4,6,5,4,6,7,3,4,2,3,7,6,1,1,4,5,5,5,2,7,5,1,2
71,Female,7,3,4,2,1,7,3,1,3,5,7,3,5,7,1,6,7,1,2,5,3,5,6,7,7,6,3,3,6
72,Male,4,3,4,7,1,4,6,4,7,7,1,1,2,5,4,4,4,3,1,2,3,5,4,6,5,3,2,2,1
73,Female,3,6,5,3,1,1,6,6,1,7,3,2,5,3,3,3,1,2,4,5,6,7,6,4,6,7,7,4,1
74,Male,2,6,2,5,2,2,3,7,7,4,3,6,5,5,5,6,7,7,5,5,7,7,2,3,4,1,6,1,4
75,Female,7,7,7,2,5,5,4,3,7,7,4,1,3,3,3,6,7,7,1,3,4,5,4,7,3,5,4,4,7
76,Female,4,2,4,7,5,5,2,4,1,7,6,5,7,7,3,4,1,3,4,7,7,1,5,3,4,2,1,1,1
77,Female,7,7,7,4,2,1,2,6,6,2,4,4,6,3,7,4,5,6,3,7,5,1,2,3,4,1,2,3,6
78,Female,4,4,6,2,4,5,7,3,4,4,5,1,2,7,2,5,1,4,1,5,7,1,3,1,5,1,3,4,4
79,Female,2,5,5,2,5,2,5,3,5,7,7,3,3,1,4,3,7,5,5,4,5,2,6,7,3,2,2,6,1
80,Male,8,1,2,3,4,6,2,3,3,3,4,5,1,6,4,6,6,1,5,5,7,6,4,1,6,1,2,3,5
81,Male,10,4,4,4,6,2,5,6,3,6,5,7,4,2,1,1,3,6,4,6,2,1,4,6,4,2,6,6,5
82,Female,11,2,2,7,3,3,2,6,4,3,2,2,5,3,5,1,5,3,2,5,5,5,5,7,5,4,7,1,5
83,Female,7,3,2,5,7,1,6,5,4,5,3,5,7,4,7,4,4,6,6,1,6,6,1,6,4,4,4,5,7
84,Female,6,4,5,7,6,2,3,5,7,3,1,6,6,5,7,7,3,3,6,7,4,5,5,4,6,2,5,3,7
85,Female,11,6,1,3,7,2,3,7,2,3,4,5,7,3,7,2,5,2,3,7,7,3,5,3,6,3,1,1,3
86,Male,6,1,2,7,3,7,7,3,1,7,6,7,7,4,5,4,3,6,1,4,1,3,6,7,7,7,6,3,2
87,Female,3,6,5,5,6,1,6,4,4,2,7,1,1,4,7,7,6,1,5,1,4,5,2,4,5,5,3,6,7
88,Female,9,2,4,3,5,6,7,3,5,4,5,4,6,3,3,7,1,1,3,5,2,3,6,2,7,3,7,2,6
89,Female,12,4,1,2,2,3,6,5,2,2,6,3,4,3,4,3,7,5,3,7,6,3,1,4,3,2,1,7,2
90,Female,9,7,2,2,3,4,5,2,6,2,4,7,7,4,6,7,6,4,4,5,5,6,6,4,4,3,6,2,5
91,Female,4,3,5,6,3,6,5,2,7,4,4,6,4,7,7,7,4,1,7,7,1,5,3,6,5,2,4,4,6
92,Female,12,2,5,4,6,1,1,2,6,7,6,7,2,7,3,6,3,1,6,5,6,4,5,2,2,7,5,2,6
93,Female,2,7,4,2,7,7,1,1,7,7,7,1,2,1,7,6,3,5,7,2,2,1,4,3,7,3,5,1,6
94,Male,2,4,7,5,4,3,3,4,7,1,3,5,6,2,3,5,5,2,3,6,6,5,4,3,1,6,5,7,2
95,Male,10,7,5,5,7,6,3,1,4,1,6,1,7,6,7,6,1,7,7,6,4,3,2,6,3,4,6,4,4
96,Female,1,7,2,2,4,4,5,6,3,7,2,6,3,4,2,5,2,2,6,1,6,5,3,7,4,1,2,4,3
97,Female,12,2,3,4,1,4,4,2,1,7,3,7,5,6,4,2,7,7,6,4,1,2,4,6,6,2,5,6,2
98,Female,2,2,3,6,2,6,2,6,3,2,2,1,2,3,2,5,1,5,2,1,2,3,2,4,6,6,2,6,7
99,Female,2,2,7,5,7,7,3,2,5,2,1,2,2,4,5,5,2,2,1,4,2,5,4,6,1,7,3,4,3
100,Female,7,1,1,2,3,1,1,3,2,5,6,1,2,4,5,7,2,5,3,2,3,1,7,2,2,5,1,6,3
101,Male,3,3,1,5,6,3,7,1,6,6,7,3,1,6,5,7,5,5,5,2,3,1,3,7,3,5,4,2,6
102,Male,6,1,6,7,2,3,6,1,1,6,7,6,1,2,2,6,2,4,7,3,6,5,2,6,7,5,5,4,6
103,Male,9,7,2,3,5,6,3,3,5,4,4,3,2,1,3,2,1,1,1,3,1,7,4,6,2,4,7,3,7
104,Male,8,1,4,7,3,3,2,4,2,1,3,5,1,7,5,3,3,7,1,7,1,3,2,1,6,6,6,2,3
105,Male,10,6,6,7,1,3,1,2,4,5,7,7,5,4,1,3,2,1,1,4,1,4,2,3,2,1,3,7,3
106,Female,5,7,4,6,3,2,7,7,2,4,2,7,1,1,5,1,2,7,6,3,4,1,4,1,4,6,4,1,7
107,Female,7,2,7,4,2,7,7,1,1,6,6,7,3,6,7,2,5,1,1,6,7,6,2,1,2,1,2,5,4
108,Female,8,6,6,6,5,4,6,1,1,7,3,7,7,6,4,4,2,3,2,4,7,7,7,2,2,6,7,1,6
109,Male,3,5,1,6,6,5,4,7,7,1,6,2,6,2,1,3,7,5,6,3,4,5,3,4,6,3,4,2,6
110,Female,1,1,7,1,6,4,6,3,4,5,3,1,5,6,4,6,6,1,4,3,3,2,7,4,3,3,3,5,5
111,Female,7,2,4,3,7,6,4,5,7,4,2,5,3,7,5,4,3,6,5,2,7,1,1,2,7,3,2,4,4
112,Female,11,7,1,2,5,4,6,7,6,1,6,2,3,3,6,4,1,5,4,6,4,4,4,3,4,5,3,5,3
113,Female,2,4,1,5,1,3,1,3,6,5,3,5,4,6,1,3,4,3,6,1,3,2,2,4,7,6,3,1,1
114,Female,3,3,1,1,6,4,7,6,4,4,6,3,1,6,5,2,7,2,3,7,1,2,5,3,4,3,7,7,3
115,Female,6,6,5,1,2,1,6,2,1,6,2,5,4,3,6,6,3,7,2,1,5,3,6,4,4,5,4,5,2
116,Female,5,4,4,5,4,3,5,7,1,4,5,3,4,4,2,6,2,6,7,4,3,2,1,4,5,6,5,7,4
117,Male,4,4,3,3,2,5,4,5,2,2,5,6,2,1,5,6,1,1,3,1,5,2,5,7,5,3,5,6,5
118,Female,3,2,3,4,1,1,1,5,2,1,3,4,1,1,1,1,7,5,7,7,3,5,2,4,5,5,3,7,4
119,Male,10,4,3,1,2,7,7,1,5,3,2,6,4,4,7,3,7,7,3,2,7,2,2,1,3,4,2,3,6
120,Female,8,7,1,7,4,6,2,6,2,1,2,7,7,3,5,1,5,7,1,6,6,7,6,1,2,3,7,6,7
121,Male,6,4,1,1,5,7,5,1,7,6,6,7,3,2,6,4,6,5,5,5,7,3,1,7,6,6,5,2,3
122,Female,10,1,1,1,7,2,5,1,3,7,4,2,6,4,6,1,7,7,3,3,1,2,1,5,5,5,3,6,5
123,Female,2,3,6,6,2,2,7,6,7,4,6,3,6,3,4,5,4,7,5,6,2,6,7,2,7,3,3,1,4
124,Male,5,1,2,6,1,5,2,6,6,3,7,4,4,1,2,7,6,1,5,1,2,1,4,6,4,7,5,1,7
125,Male,2,5,5,5,3,3,7,7,6,6,3,6,5,6,4,5,6,7,5,6,5,2,3,3,1,2,6,2,5
126,Female,11,3,4,4,3,7,1,4,1,2,6,4,4,7,1,5,2,7,4,3,7,1,2,3,3,3,2,6,5
127,Female,7,1,7,4,4,1,1,6,2,4,6,6,7,4,3,4,3,5,7,1,2,7,1,1,1,6,5,1,7
128,Female,4,6,3,6,1,7,4,1,4,7,1,3,4,4,6,1,7,4,5,5,4,1,5,4,2,6,5,6,3
129,Female,1,5,1,1,6,5,7,3,6,3,1,4,4,7,5,4,2,4,4,6,3,4,7,7,7,5,7,1,1
130,Male,5,6,2,3,5,5,5,5,2,7,2,1,6,3,4,7,4,5,5,2,4,7,1,5,5,4,6,1,5
131,Female,3,6,7,5,2,4,4,3,3,5,5,3,3,6,2,6,1,5,6,5,2,4,3,4,4,5,7,4,7
132,Female,4,4,5,7,4,7,2,7,2,7,7,1,1,4,3,4,5,7,5,2,7,1,5,5,2,6,6,5,2
133,Female,9,7,5,1,5,4,4,3,6,3,1,2,5,4,3,7,3,5,4,2,7,2,7,6,7,2,6,3,3
134,Female,12,5,1,2,4,7,2,5,1,4,2,6,4,4,7,1,4,5,2,5,2,3,3,3,2,2,3,4,2
135,Male,12,6,4,7,1,5,1,7,2,4,2,3,2,6,5,2,6,4,6,6,6,7,5,4,5,6,5,6,1
136,Male,1,1,6,1,7,2,1,4,4,3,5,1,3,6,5,3,5,7,2,5,6,6,5,7,7,7,5,6,1
137,Male,3,7,4,5,1,3,6,6,2,4,6,7,2,4,3,3,7,3,4,1,4,7,1,1,3,3,4,1,4
138,Female,3,4,7,2,7,2,4,5,2,4,1,7,1,2,6,7,3,2,7,2,6,3,6,2,1,6,1,7,6
139,Female,12,3,6,4,2,6,1,1,3,4,2,2,6,4,4,1,5,4,2,1,3,3,7,3,7,3,5,2,6
140,Male,7,6,7,6,3,5,5,7,6,2,3,3,2,3,1,2,4,7,4,5,5,4,4,2,2,6,4,4,4
141,Female,4,1,3,2,4,2,1,2,4,5,4,7,2,5,4,6,2,3,1,5,3,1,3,5,1,5,2,5,2
142,Female,6,4,3,7,3,1,7,4,5,5,4,5,4,5,5,4,1,2,7,1,4,2,2,2,4,3,4,5,3
143,Male,11,4,4,7,2,2,6,5,5,6,7,1,1,2,3,2,1,6,5,3,1,7,5,3,4,1,2,2,4
144,Female,2,5,7,5,4,6,1,6,6,3,6,4,5,5,5,2,6,1,3,1,5,5,6,1,3,7,1,3,2
145,Male,2,3,2,1,7,1,7,2,6,1,5,1,7,1,5,6,1,7,5,2,4,3,5,5,2,6,1,1,1
146,Female,5,7,4,5,2,2,4,3,3,7,4,1,1,1,7,6,3,1,2,7,3,5,5,5,5,6,6,1,7
147,Female,12,7,6,4,1,6,7,6,2,3,6,6,4,2,7,5,2,5,1,4,6,6,3,6,7,5,6,4,5
148,Male,5,1,6,2,6,1,1,7,3,4,7,3,1,4,3,1,3,1,2,4,1,6,2,3,5,5,3,3,7
149,Female,1,5,7,6,1,7,3,4,5,1,7,3,6,4,1,5,1,1,6,6,2,6,6,6,4,2,7,5,3
150,Female,5,6,6,5,3,1,3,7,3,4,3,4,6,7,4,7,5,7,4,2,7,1,7,5,6,7,3,6,7
151,Female,5,4,7,4,3,2,6,6,5,1,4,2,5,6,1,3,5,2,2,7,1,2,3,3,3,6,7,5,4
152,Female,12,6,5,7,6,3,5,7,6,7,2,5,4,1,3,2,6,5,5,1,6,3,7,1,4,2,2,7,1
153,Male,2,6,7,6,3,6,4,3,5,6,2,3,6,3,2,3,1,3,6,5,5,1,1,7,4,2,7,7,7
154,Male,6,4,6,4,6,4,7,1,7,5,3,6,7,7,6,2,4,5,6,3,4,5,3,5,2,3,4,6,5
155,Male,2,7,4,7,5,5,3,5,1,5,2,1,2,2,5,2,6,7,6,6,4,7,5,5,3,1,3,1,3
156,Male,10,7,7,5,2,4,3,2,7,6,1,3,5,4,7,4,7,6,7,3,1,6,2,1,4,2,3,5,4
157,Female,10,5,5,7,2,3,2,3,3,7,7,5,3,5,7,3,6,4,4,1,4,6,3,5,4,6,4,6,3
158,Male,4,6,1,7,3,7,6,5,1,6,6,5,2,3,5,5,4,6,7,6,7,4,6,5,1,5,2,1,2
159,Male,8,3,7,2,7,6,6,4,6,3,7,4,1,6,1,1,4,7,3,7,1,4,5,2,6,6,6,4,6
160,Female,2,6,5,2,3,7,4,6,6,6,1,3,2,2,4,2,3,3,3,6,2,4,5,2,1,2,7,4,5
161,Male,11,4,1,3,1,4,7,6,2,7,3,5,3,2,4,6,2,5,4,7,7,1,5,4,3,6,3,4,4
162,Female,4,7,3,5,3,1,7,1,6,3,6,7,7,6,2,6,2,3,7,6,3,7,6,3,3,7,3,6,3
163,Male,12,5,2,6,4,2,4,7,5,3,5,4,7,3,7,1,2,1,5,5,2,4,4,4,1,4,1,7,3
164,Female,12,7,7,4,1,2,7,6,1,3,1,6,6,6,6,7,3,6,5,4,4,3,4,6,7,1,4,6,7
165,Female,7,2,6,7,3,5,3,1,7,1,5,2,6,5,6,2,2,2,3,4,7,6,3,4,6,4,7,7,4
166,Female,2,7,3,1,7,2,1,4,2,4,4,2,6,3,4,6,2,3,3,4,2,3,1,3,3,2,4,7,7
167,Female,10,7,4,2,3,5,1,2,4,2,5,6,6,7,2,3,1,1,1,4,7,2,7,5,7,6,1,7,2
168,Male,8,7,4,6,7,5,3,1,2,2,6,3,2,1,3,6,4,7,5,3,5,7,3,6,2,6,7,1,5
169,Male,7,1,1,3,6,4,7,4,7,5,4,3,1,4,1,4,2,7,4,1,3,1,5,4,5,1,1,1,7
170,Male,2,6,3,7,7,5,1,6,3,3,3,6,2,2,5,7,6,1,5,1,1,5,3,2,6,3,4,4,4
171,Male,9,6,7,5,5,7,4,5,2,1,2,2,2,7,1,7,1,3,7,4,6,3,5,5,1,3,7,2,7
172,Male,8,6,6,3,5,5,7,4,7,1,7,6,6,2,3,2,7,3,2,6,5,6,6,5,2,1,5,4,7
173,Female,1,1,2,1,5,7,4,1,2,6,4,5,2,7,5,5,7,2,2,5,4,7,4,1,7,7,5,6,1
174,Female,5,7,2,7,6,6,4,1,1,1,1,1,7,3,3,6,3,3,7,6,3,1,7,4,3,4,2,2,7
175,Female,1,7,5,6,7,3,5,1,4,1,5,5,6,7,7,5,7,4,3,1,2,4,7,3,4,2,7,4,3
176,Male,3,2,7,6,7,7,4,5,3,2,5,7,2,1,2,1,7,1,4,2,3,1,3,1,2,7,4,4,2
177,Female,7,4,4,1,5,3,3,7,3,7,6,7,4,5,3,2,1,4,3,4,4,2,5,2,2,6,6,5,6
178,Male,6,6,6,2,4,1,1,2,6,4,1,3,5,3,5,3,1,4,2,6,5,5,6,2,3,6,1,6,5
179,Male,5,5,2,6,5,7,4,5,4,2,4,3,3,5,3,3,5,2,4,1,2,4,4,4,7,7,2,2,4
180,Female,11,2,7,7,2,4,4,5,7,4,2,3,1,5,4,6,2,1,3,4,6,1,7,3,6,1,2,1,5
181,Male,9,1,4,2,4,3,4,3,2,6,7,3,7,7,3,4,2,1,7,6,1,6,6,5,7,5,5,1,2
182,Female,9,3,7,1,1,3,6,2,7,2,3,3,2,6,1,3,2,4,2,4,7,4,3,5,3,3,2,1,3
183,Female,5,3,5,1,5,4,1,3,7,7,5,7,3,5,5,7,6,1,4,1,7,2,4,1,3,3,5,2,5
184,Male,11,6,6,3,4,4,7,1,5,2,5,6,2,7,2,7,4,3,4,5,3,1,5,7,5,4,7,7,5
185,Male,10,3,4,5,2,4,1,3,7,5,2,2,2,3,7,5,1,5,3,1,4,3,2,1,6,3,1,5,4
186,Female,6,2,3,3,6,4,3,1,4,1,6,4,1,1,3,4,6,2,4,7,5,3,5,5,7,6,4,3,5
187,Male,7,4,5,2,1,6,5,2,5,7,1,3,4,7,7,7,7,4,3,2,4,2,4,1,4,2,7,4,4
188,Male,10,4,1,4,3,6,7,5,6,7,2,4,4,4,5,5,6,3,7,3,4,3,4,7,3,3,3,4,2
189,Male,3,7,5,6,6,5,3,1,7,2,1,5,1,7,3,1,6,3,2,7,5,1,3,3,4,7,6,2,6
190,Male,1,4,5,3,6,7,4,5,6,4,6,1,3,6,4,4,2,4,1,2,2,1,2,4,3,4,4,4,2
191,Male,7,6,5,2,3,5,1,7,7,5,5,2,3,4,1,3,2,6,5,5,6,3,4,1,5,7,4,2,1
192,Female,12,5,4,5,7,7,7,6,2,1,3,5,7,6,6,5,7,7,6,4,3,6,2,1,4,3,1,3,1
193,Male,9,2,7,5,2,7,7,3,4,4,6,5,2,2,6,3,4,1,5,5,6,2,4,6,5,1,2,7,2
194,Female,5,5,6,2,5,1,5,4,5,1,3,3,3,3,4,6,5,6,6,6,2,2,4,4,3,3,7,3,1
195,Male,12,5,4,7,2,2,6,2,5,2,4,7,4,6,2,1,4,1,4,7,7,5,4,3,7,1,3,2,3
196,Male,2,5,3,3,3,6,5,3,2,2,4,3,4,5,1,4,2,6,7,4,7,3,2,4,6,5,7,6,4
197,Female,6,4,6,6,2,1,5,1,1,5,4,3,1,2,3,6,3,2,6,7,3,1,6,1,6,4,7,4,1
198,Male,10,6,1,2,2,7,7,7,1,4,1,1,1,4,4,7,1,5,5,4,2,5,5,5,3,1,3,1,6
199,Male,9,4,7,3,2,7,2,7,5,3,1,5,4,3,7,2,6,1,7,5,4,7,6,1,3,2,6,6,7
200,Female,5,1,7,7,2,7,3,1,3,6,3,7,6,5,3,6,4,2,3,2,7,3,4,7,7,7,1,4,5
201,Female,6,6,6,4,7,3,6,5,7,4,7,3,5,2,7,3,5,2,4,1,1,7,3,6,2,2,6,4,6
