Name,Gender,Grade,Because I need at least a high-school degree in order to find a high-paying job later on.,Because I experience pleasure and satisfaction while learning new things.,Because I think that a high-school education will help me better prepare for the career I have chosen.,Because I really like going to school.,"Honestly, I don't know; I really feel that I am wasting my time in school.",For the pleasure I experience while surpassing myself in my studies.,To prove to myself that I am capable of completing my high-school degree.,In order to obtain a more prestigious job later on.,For the pleasure I experience when I discover new things never seen before.,Because eventually it will enable me to enter the job market in a field that I like.,"Because for me, school is fun.","I once had good reasons for going to school; however, now I wonder whether I should continue.",For the pleasure that I experience while I am surpassing myself in one of my personal accomplishments.,"Because of the fact that when I succeed in school I feel
important.","Because I want to have ""the good life"" later on.","For the pleasure that I experience in broadening my
knowledge about subjects which appeal to me.",Because this will help me make a better choice regarding my career orientation.,"For the pleasure that I experience when I am taken by
discussions with interesting teachers.","I can't see why I go to school and frankly, I couldn't care
less.","For the satisfaction I feel when I am in the process of
accomplishing difficult academic activities.",To show myself that I am an intelligent person.,In order to have a better salary later on.,"Because my studies allow me to continue to learn about
many things that interest me.","Because I believe that my high school education will
improve my competence as a worker.","For the ""high"" feeling that I experience while reading about various interesting subjects.",I don't know; I can't understand what I am doing in school.,Because high school allows me to experience a personal satisfaction in my quest for excellence in my studies.,"Because I want to show myself that I can succeed in my
studies."
1511,Female,4,7,4,6,3,3,2,2,5,2,2,2,2,5,2,1,2,1,2,1,7,5,2,1,1,3,1,4,7
1512,Female,4,5,6,7,1,4,3,4,1,7,6,5,5,3,4,7,5,2,4,2,2,7,3,3,3,1,6,2,3
1513,Male,1,2,4,6,7,4,7,4,1,7,7,6,5,2,6,3,5,5,5,3,5,4,6,1,3,5,5,4,3
1514,Female,9,5,7,2,3,5,7,5,6,2,2,5,5,6,6,5,3,5,3,7,3,5,3,5,7,1,1,1,4
1515,Male,9,7,4,4,1,7,5,1,2,6,7,2,5,6,3,7,6,5,4,1,3,2,6,1,1,5,6,6,7
1516,Male,3,3,6,4,7,1,5,4,7,6,7,6,3,2,7,7,4,7,1,3,1,7,5,2,2,7,4,1,4
1517,Male,3,3,7,6,7,4,2,1,6,7,4,1,1,4,7,2,7,2,5,2,6,5,7,2,1,6,2,7,6
1518,Female,1,7,2,6,2,4,2,7,5,1,3,2,7,1,2,5,3,1,2,3,5,3,1,1,7,3,6,6,3
1519,Female,10,3,2,1,4,3,4,6,5,6,2,3,3,3,5,2,5,3,2,6,6,5,1,1,1,2,5,7,1
1520,Female,7,5,4,6,3,3,6,6,3,3,5,2,2,3,3,7,5,2,5,3,2,7,2,4,7,4,7,7,5
1521,Female,3,6,3,7,2,4,7,4,6,1,5,7,5,4,5,1,5,7,4,2,6,7,4,6,2,6,7,7,7
1522,Female,8,6,1,5,2,1,5,3,2,4,4,1,6,7,6,6,7,1,2,2,2,1,7,3,5,3,7,5,7
1523,Male,6,3,1,4,4,7,4,2,5,6,3,2,7,3,4,3,6,6,7,2,4,5,1,5,5,4,5,6,1
1524,Male,6,7,6,5,2,3,6,7,2,7,5,5,3,3,3,1,4,4,3,6,1,2,1,2,3,1,2,1,5
1525,Female,9,3,1,4,1,2,1,3,6,5,5,7,5,4,2,1,4,3,5,7,6,4,1,1,4,4,4,7,3
1526,Male,2,2,7,1,1,5,4,7,1,1,7,3,3,7,4,1,3,5,3,7,6,4,2,6,4,1,4,7,7
1527,Male,2,1,6,3,3,4,6,4,4,7,4,6,5,5,2,4,3,3,7,4,1,4,1,2,3,7,6,1,6
1528,Male,1,1,1,2,3,5,5,6,4,6,2,7,5,3,5,7,2,3,4,4,1,6,5,4,3,3,5,5,6
1529,Male,10,1,2,4,1,6,6,3,6,5,2,5,2,5,2,4,7,6,5,7,6,5,3,2,7,4,5,4,2
1530,Male,6,3,6,7,4,7,3,1,1,3,3,3,5,4,2,6,7,1,3,1,3,4,4,4,5,4,2,2,7
1531,Male,9,6,3,3,6,4,7,5,4,1,1,4,4,3,5,4,3,3,5,1,5,5,7,7,3,5,5,1,1
1532,Male,7,1,2,1,5,3,6,7,3,2,1,2,5,4,5,2,4,5,4,1,4,1,4,7,5,5,3,4,2
1533,Male,7,1,2,3,4,2,6,3,3,2,7,2,6,7,5,5,4,6,6,3,1,6,6,3,4,1,4,2,6
1534,Male,1,7,1,7,6,5,3,3,4,6,7,2,3,6,1,7,4,2,3,7,4,3,7,6,3,5,5,2,6
1535,Female,5,3,3,7,4,7,3,2,3,2,1,6,6,7,1,5,1,3,4,5,4,2,5,1,4,5,4,3,3
1536,Male,12,5,3,7,6,4,6,4,4,1,2,6,2,6,2,1,6,3,5,6,3,3,1,5,3,4,5,5,3
1537,Female,6,1,1,7,6,4,7,5,6,1,4,5,7,2,5,4,3,5,1,4,3,2,1,3,7,1,5,1,3
1538,Female,5,1,2,5,4,7,1,1,1,3,3,4,5,5,5,4,7,1,5,6,6,1,5,3,2,6,7,6,2
1539,Male,3,4,3,2,4,2,3,6,1,1,7,1,4,5,4,1,7,5,1,5,4,7,6,1,1,7,7,6,2
1540,Male,8,3,7,3,3,2,4,7,7,5,2,4,7,6,3,2,6,7,6,6,6,6,7,3,6,1,6,2,6
1541,Male,5,4,6,4,6,4,1,2,3,6,3,4,3,6,5,5,7,7,5,6,5,2,2,5,2,1,2,5,6
1542,Male,7,2,4,6,4,3,4,3,5,5,1,2,7,6,7,2,1,2,5,4,4,5,1,2,1,2,7,4,4
1543,Female,7,6,1,1,6,4,2,5,1,4,7,2,6,7,5,2,7,1,7,7,5,6,5,1,7,4,3,7,4
1544,Female,7,2,2,3,3,7,3,3,2,2,2,5,3,1,1,5,5,7,2,6,2,7,5,2,4,3,2,6,7
1545,Male,3,1,5,4,2,2,5,3,2,1,2,3,5,5,2,6,7,5,7,5,1,4,2,1,6,1,5,6,5
1546,Male,1,4,3,4,3,2,4,5,1,7,2,7,2,2,5,7,3,7,7,1,1,2,5,7,6,1,4,2,4
1547,Male,11,6,6,6,4,2,3,6,5,5,4,5,3,7,4,3,1,6,7,2,2,6,7,4,1,3,7,3,4
1548,Male,1,2,7,1,1,4,6,2,7,6,7,6,4,5,6,6,1,2,7,3,7,2,5,5,4,3,2,4,7
1549,Female,3,2,3,1,2,3,6,3,3,5,7,5,1,7,7,1,2,7,5,2,5,4,1,5,1,4,3,3,2
1550,Male,1,3,2,4,7,3,6,7,7,2,1,4,4,6,7,5,5,7,3,7,5,2,1,4,3,1,2,2,6
1551,Male,6,7,3,3,1,3,2,2,5,1,4,6,5,3,6,2,7,7,5,1,4,3,1,4,4,6,3,1,2
1552,Female,6,3,5,6,5,3,2,2,1,3,5,2,5,4,7,4,4,3,5,6,7,2,2,3,6,2,1,4,4
1553,Female,7,7,4,7,1,5,6,7,5,7,1,4,6,4,5,6,6,3,3,4,7,1,3,6,6,5,2,6,3
1554,Male,1,4,2,4,5,1,4,2,1,4,5,3,5,2,4,5,4,6,1,7,1,3,4,3,2,7,2,3,4
1555,Male,11,2,4,6,1,4,2,1,7,6,2,2,6,3,5,1,7,5,6,6,5,3,2,3,4,6,5,7,4
1556,Female,8,4,2,2,5,6,4,1,4,6,7,4,6,3,2,5,2,3,7,2,7,5,1,2,2,1,2,4,5
1557,Male,10,5,7,4,7,5,4,5,6,5,1,4,2,4,6,7,3,6,2,2,5,1,2,1,3,3,1,4,4
1558,Female,6,6,4,1,4,4,5,2,7,5,6,4,4,6,5,5,6,7,3,7,4,3,4,6,6,7,5,7,4
1559,Male,9,6,4,2,7,1,2,7,6,3,1,3,1,7,7,4,7,2,1,5,3,1,5,4,5,3,4,3,1
1560,Female,5,3,5,4,7,2,6,1,5,2,6,5,5,2,1,7,5,6,2,4,6,4,4,3,4,7,7,7,6
1561,Male,11,6,3,5,3,7,7,6,1,1,6,7,1,6,5,5,4,4,6,4,4,5,3,5,3,6,4,5,1
1562,Female,12,6,3,6,7,4,3,6,7,3,3,4,5,4,6,2,6,1,3,5,5,6,4,2,7,1,3,2,1
1563,Female,2,4,4,7,1,6,7,2,2,6,3,2,1,1,1,1,7,2,6,5,4,6,7,6,4,3,7,6,6
1564,Male,4,3,7,2,6,7,3,1,7,3,6,1,6,5,4,1,5,2,5,7,7,2,7,3,7,1,1,2,5
1565,Male,9,2,1,4,2,1,5,2,3,3,5,4,7,3,5,1,2,5,4,1,7,1,7,6,6,1,7,7,2
1566,Female,2,3,7,2,6,7,7,4,6,4,4,4,6,6,4,4,7,3,2,4,6,3,7,5,5,4,2,7,3
1567,Female,5,4,7,4,3,4,6,7,2,4,1,2,6,6,5,4,1,7,1,7,7,6,3,3,7,2,4,3,3
1568,Female,5,2,5,1,5,6,3,5,4,5,7,4,5,5,4,1,7,1,1,2,6,1,6,6,1,3,6,7,4
1569,Male,7,3,7,3,3,3,1,1,2,7,4,1,6,6,5,3,1,3,2,4,4,7,5,4,2,2,4,5,4
1570,Female,1,2,6,1,6,4,1,4,4,2,2,4,1,3,6,2,4,2,5,7,3,5,6,7,3,3,2,2,2
1571,Female,10,2,6,1,4,7,4,1,6,1,2,1,2,5,5,6,1,5,4,5,2,3,2,6,2,1,1,2,5
1572,Male,12,1,3,5,7,4,4,6,5,5,4,4,3,4,1,3,6,1,6,7,6,4,6,6,7,3,7,6,3
1573,Male,11,4,5,5,1,6,4,2,1,5,2,4,3,5,7,5,6,2,5,6,6,5,6,6,5,7,2,5,7
1574,Male,11,7,1,5,6,1,6,6,7,3,4,3,5,1,4,2,6,4,6,3,4,5,6,6,1,1,6,6,4
1575,Female,2,1,6,3,2,5,5,4,3,6,4,1,7,4,6,6,7,1,1,2,4,6,6,4,1,6,5,6,5
1576,Female,7,3,1,4,6,3,4,4,3,5,5,7,4,1,7,4,3,3,5,3,4,5,4,4,7,7,1,1,3
1577,Female,2,4,1,3,2,6,5,5,4,4,3,1,7,7,2,2,6,1,5,2,3,4,3,4,7,6,4,4,4
1578,Female,2,2,4,6,3,6,1,4,1,7,4,4,7,1,7,6,6,7,4,3,4,2,6,6,3,1,2,3,2
1579,Female,4,7,1,7,6,7,2,4,5,4,2,2,5,6,3,7,2,6,2,3,2,1,4,2,7,1,5,7,7
1580,Female,1,5,1,5,4,6,3,4,4,6,6,7,7,7,4,4,4,5,1,6,4,5,3,1,1,7,6,1,4
1581,Female,12,7,2,3,4,6,4,4,2,6,6,3,3,5,4,3,7,3,4,2,3,5,3,4,3,5,3,3,4
1582,Female,5,2,7,3,3,2,6,3,3,6,2,7,4,1,2,1,6,2,2,6,7,3,7,3,2,1,3,6,1
1583,Female,9,6,1,4,5,2,1,3,1,3,3,5,1,7,7,1,1,3,5,7,5,2,2,4,6,4,3,4,5
1584,Male,8,4,6,3,7,2,7,6,1,6,1,6,7,2,5,7,4,7,4,4,1,1,6,4,2,5,2,4,5
1585,Male,6,5,6,4,7,4,2,2,1,1,3,3,3,7,3,5,3,7,1,6,7,4,7,4,7,5,2,2,4
1586,Male,10,7,5,7,6,3,3,4,1,5,7,6,3,7,3,3,4,3,2,5,6,2,2,2,3,2,2,7,4
1587,Female,4,2,5,5,5,5,5,1,4,6,2,7,7,1,7,1,2,4,3,5,5,3,5,5,2,6,2,6,7
1588,Female,9,3,7,4,4,6,6,3,1,2,7,7,6,4,1,3,1,6,6,7,5,4,3,6,6,5,3,3,7
1589,Male,1,2,4,2,7,2,2,3,5,7,5,5,5,5,3,5,3,1,1,6,7,1,4,2,1,3,1,6,6
1590,Female,2,7,2,7,7,3,6,5,7,5,1,7,4,1,5,4,5,4,1,2,6,5,6,3,4,5,7,6,4
1591,Male,9,2,1,4,7,3,2,4,6,5,5,1,5,3,1,1,7,4,7,2,1,1,2,4,6,2,7,5,6
1592,Female,10,3,3,5,4,6,5,2,3,2,7,6,6,3,2,5,3,5,3,5,1,6,2,4,5,2,6,1,2
1593,Female,5,7,2,3,5,3,3,4,2,6,3,3,3,4,7,5,4,6,5,6,5,1,7,6,5,6,1,3,3
1594,Male,1,6,5,6,7,3,1,7,5,2,1,3,5,2,1,5,4,7,3,4,5,2,3,7,5,7,2,5,7
1595,Female,9,5,4,6,5,7,4,3,1,6,1,4,4,2,3,6,2,3,3,2,3,5,7,6,1,6,5,5,4
1596,Male,3,5,1,5,7,3,4,5,4,2,2,3,5,1,5,1,6,2,3,6,6,6,3,5,6,1,3,1,4
1597,Female,7,1,5,6,2,5,2,5,5,1,1,1,7,1,3,6,7,2,6,4,3,6,5,6,4,6,4,7,3
1598,Male,11,1,6,3,6,5,1,1,3,5,3,7,4,7,5,3,5,1,6,6,5,4,6,3,7,4,3,4,1
1599,Female,5,6,6,6,6,3,3,2,5,1,6,2,1,6,3,7,3,6,6,1,3,5,1,7,1,6,6,1,6
1600,Female,10,4,5,5,6,7,4,3,5,4,1,7,6,5,6,6,1,5,6,5,1,1,2,7,7,7,6,4,2
1601,Female,9,7,3,5,5,7,4,3,5,6,2,6,1,2,1,5,1,6,1,5,7,2,3,2,2,7,6,6,3
1602,Female,8,7,4,4,4,7,2,1,5,1,1,6,1,7,5,7,7,1,5,2,2,1,1,7,2,1,5,6,7
1603,Male,5,1,7,4,1,3,5,3,6,5,4,5,7,2,7,6,5,6,7,3,5,7,6,5,2,7,7,7,7
1604,Male,7,7,4,6,7,3,7,2,6,2,7,5,3,3,7,3,4,4,1,5,2,2,7,7,1,1,7,3,4
1605,Female,7,4,2,2,1,4,7,7,1,5,3,3,3,1,7,2,2,7,7,7,1,5,4,2,6,3,7,5,2
1606,Female,10,1,2,2,7,3,3,3,1,4,7,2,4,7,2,7,5,4,2,6,3,7,7,5,3,4,5,4,1
1607,Male,8,7,1,2,1,6,4,7,4,1,5,4,7,1,6,2,4,3,2,3,7,6,2,1,3,7,5,3,2
1608,Male,6,7,5,6,1,2,4,2,6,1,5,2,1,5,1,2,6,3,4,4,6,7,6,6,2,7,6,6,4
1609,Male,3,5,5,5,7,6,1,1,2,2,4,2,6,5,1,6,1,4,2,5,2,1,6,6,3,7,3,2,1
1610,Female,11,4,5,1,6,6,6,5,4,3,6,4,4,1,6,5,6,3,5,1,4,5,5,7,5,5,2,3,2
1611,Male,12,4,6,2,1,4,6,7,4,3,7,1,5,2,3,7,3,5,7,3,6,4,1,2,5,6,4,4,1
1612,Male,5,2,1,2,4,6,1,4,3,4,4,2,5,4,7,5,2,5,2,3,4,6,1,7,1,1,6,1,1
1613,Female,1,5,5,1,6,4,5,7,3,5,1,1,1,4,6,3,4,1,2,3,7,6,5,6,1,3,1,6,2
1614,Female,4,1,7,5,2,2,4,4,5,3,1,5,4,5,5,3,7,1,1,6,5,4,7,4,7,4,1,2,3
1615,Male,7,4,1,1,2,4,4,7,2,7,2,1,7,6,4,3,1,5,2,6,5,6,3,7,7,7,2,4,3
1616,Female,8,1,1,4,5,6,7,7,4,6,5,7,2,1,5,5,6,4,1,5,6,2,4,2,4,3,4,2,7
1617,Female,3,3,6,1,6,3,5,5,3,7,7,7,4,2,6,4,2,1,2,2,7,7,6,6,2,7,1,1,5
1618,Male,6,3,3,3,5,5,3,6,4,6,2,2,4,2,4,2,4,5,7,1,4,2,1,3,7,3,7,2,6
1619,Female,5,6,1,6,6,6,3,6,5,1,4,3,3,6,5,4,3,5,2,2,3,4,6,2,3,3,5,5,3
1620,Female,6,1,4,5,2,6,2,4,7,7,2,7,3,4,6,3,1,2,4,2,3,6,4,4,3,3,5,3,4
1621,Male,7,7,1,1,2,2,6,4,1,4,4,1,1,6,7,4,6,4,1,1,4,3,6,4,5,6,1,6,2
1622,Female,9,4,3,7,7,2,2,4,4,3,2,3,1,7,7,7,3,4,1,5,6,7,4,7,1,3,2,4,3
1623,Male,8,2,3,6,6,6,7,3,5,3,1,7,2,6,7,2,2,7,5,5,3,5,1,2,5,3,6,5,3
1624,Male,1,5,4,4,1,4,6,6,1,3,3,3,3,4,4,2,6,3,5,7,6,4,3,4,1,7,7,5,3
1625,Male,8,1,2,7,2,5,4,1,5,5,1,2,5,5,3,5,1,7,5,2,3,1,4,1,3,3,3,3,6
1626,Female,12,2,3,3,1,2,4,6,5,1,3,2,4,5,2,4,4,1,6,1,3,6,6,2,7,5,1,6,5
1627,Female,1,4,7,3,4,4,2,1,7,5,5,1,3,2,2,4,5,4,5,7,5,5,6,7,2,4,6,3,7
1628,Male,2,6,4,4,4,7,5,2,5,2,6,4,1,1,7,7,2,5,6,7,1,7,2,4,6,2,6,5,2
1629,Female,10,3,5,6,7,4,5,3,3,6,3,5,6,1,4,7,4,4,6,1,5,1,2,2,1,2,3,5,6
1630,Male,9,7,5,1,3,6,5,5,6,5,7,1,2,2,3,4,6,1,6,2,1,4,3,5,4,2,6,3,2
1631,Male,7,2,3,2,4,3,4,4,7,3,4,5,3,7,7,2,2,1,2,3,7,4,6,2,6,1,6,5,7
1632,Male,11,3,4,5,5,3,6,3,7,4,4,7,5,4,5,4,2,5,6,7,3,4,3,2,1,5,4,4,7
1633,Female,6,5,2,4,3,5,7,2,3,7,1,6,1,5,7,5,7,7,2,2,3,2,3,6,7,4,4,2,6
1634,Female,12,1,1,6,3,6,2,1,6,2,6,2,4,4,1,1,6,6,6,5,7,4,2,7,1,7,1,3,1
1635,Female,8,7,5,6,2,3,1,5,1,7,5,6,7,1,2,1,2,1,1,4,7,7,5,7,2,1,3,2,7
1636,Female,9,4,4,5,2,6,6,3,6,7,5,4,1,3,2,7,1,7,1,3,7,7,6,7,1,4,3,1,2
1637,Female,9,1,6,4,6,6,2,6,1,5,2,1,5,3,5,3,4,6,3,5,6,4,1,4,2,6,6,7,2
1638,Male,2,3,5,5,5,3,2,3,3,5,4,4,5,2,2,1,7,3,2,6,6,5,1,5,2,1,1,7,3
1639,Female,7,1,7,1,5,4,6,7,3,5,7,7,6,3,5,2,1,1,5,5,3,4,6,2,2,4,7,5,3
1640,Female,9,4,2,6,7,4,7,3,6,2,6,2,3,6,3,2,7,7,3,3,1,4,2,6,4,4,3,4,2
1641,Male,7,4,3,6,1,5,5,2,2,4,7,3,3,1,7,3,4,3,6,5,1,7,7,7,3,6,1,4,7
1642,Male,6,1,4,1,2,5,6,5,5,7,5,1,5,1,2,7,2,3,4,1,7,7,5,2,7,5,1,1,2
1643,Male,12,5,5,6,3,2,4,7,4,3,5,3,1,7,2,3,7,5,3,2,7,1,3,4,4,6,6,4,4
1644,Male,8,2,6,2,2,7,3,6,4,1,1,4,1,6,1,2,6,5,7,3,7,6,2,5,7,2,4,6,3
1645,Female,7,1,1,2,7,2,2,6,3,4,4,2,2,5,5,7,2,1,4,2,5,5,1,2,6,4,4,4,4
1646,Female,10,3,2,4,2,5,3,7,3,2,4,6,6,4,5,5,6,6,2,3,7,1,1,5,4,7,2,1,2
1647,Male,8,1,3,6,3,7,7,2,6,4,2,5,4,5,5,7,1,7,4,5,4,7,6,7,6,5,6,7,1
1648,Female,1,6,1,1,7,1,6,3,7,7,1,3,1,6,1,6,7,5,2,5,1,7,6,2,3,3,1,6,5
1649,Male,5,4,2,2,6,2,1,7,2,2,2,3,1,4,6,7,4,7,2,5,3,1,7,1,2,7,6,7,5
1650,Male,7,5,2,3,1,3,4,5,4,3,2,6,4,6,4,3,7,3,6,4,6,7,5,4,3,1,6,6,7
1651,Female,9,3,6,1,6,1,3,6,3,5,6,2,7,2,5,1,7,2,2,6,7,3,7,3,1,3,4,7,7
1652,Female,11,1,6,7,2,1,2,6,1,6,2,3,7,7,4,7,2,2,3,3,7,6,6,5,7,4,4,2,4
1653,Female,9,3,2,5,4,5,4,6,4,3,3,4,3,7,5,5,1,4,6,1,4,6,6,3,2,4,4,3,4
1654,Female,11,7,5,6,1,6,5,4,5,4,1,5,1,3,7,4,3,7,6,4,7,7,7,1,2,6,4,1,4
1655,Female,5,4,6,3,6,6,7,5,4,5,7,7,1,3,3,2,3,1,7,4,5,2,6,4,7,5,6,5,4
1656,Female,3,4,6,2,6,2,4,5,6,6,5,7,1,2,2,5,2,1,3,3,5,7,7,6,1,7,7,1,5
1657,Male,7,5,4,1,5,2,1,7,7,3,2,3,6,4,6,1,4,7,4,2,7,7,6,4,5,5,2,3,3
1658,Male,12,5,7,5,6,3,5,3,4,2,6,5,3,1,6,5,7,7,5,1,3,6,3,4,1,6,6,2,6
1659,Male,1,4,7,1,4,3,3,7,7,7,2,6,3,3,6,7,4,6,4,6,6,4,7,3,2,2,7,5,1
1660,Male,6,2,2,3,6,5,4,4,1,7,2,3,1,2,2,1,5,1,1,5,2,3,2,7,2,4,5,1,6
1661,Male,6,5,4,7,1,4,2,3,2,7,4,2,4,6,1,6,5,3,3,7,4,1,4,6,1,7,7,5,1
1662,Female,5,5,2,7,4,5,6,1,5,5,4,7,5,6,3,6,5,1,1,2,3,5,2,3,6,6,6,4,6
1663,Female,10,6,2,6,6,3,1,7,4,4,5,7,3,2,6,7,3,1,4,4,2,7,4,6,1,4,7,4,1
1664,Male,10,4,4,3,1,6,3,5,2,6,6,1,7,1,3,7,5,5,6,7,4,6,4,3,7,7,7,6,6
1665,Male,9,5,7,7,3,4,3,2,4,3,4,7,3,4,7,2,7,4,4,6,1,6,2,7,3,3,1,5,5
1666,Female,8,6,2,6,4,1,4,1,6,5,6,2,6,2,5,5,3,2,7,1,6,4,6,1,2,1,4,3,1
1667,Male,8,4,2,5,4,4,4,1,4,1,4,4,1,6,4,1,5,1,6,2,6,2,7,1,5,7,1,5,6
1668,Female,11,4,5,5,3,1,7,5,3,1,2,2,5,6,7,5,3,2,6,5,7,4,6,5,7,1,3,7,1
1669,Female,8,7,6,6,5,6,4,1,3,7,4,5,6,2,4,6,5,1,7,3,5,4,2,4,4,7,6,4,4
1670,Male,6,3,6,2,4,3,3,6,1,3,3,2,5,7,4,6,4,4,7,7,2,6,2,2,1,6,3,1,2
1671,Female,4,7,5,1,4,5,6,5,3,2,1,4,5,1,7,4,4,6,3,5,5,1,4,5,6,6,7,2,1
1672,Female,7,3,4,5,6,7,5,2,3,2,4,1,4,5,1,1,7,3,4,4,1,4,4,1,3,1,1,3,2
1673,Male,9,4,5,1,4,6,3,4,2,5,6,3,5,1,1,2,3,4,7,3,6,2,5,3,3,7,6,3,1
1674,Female,4,1,7,4,7,4,6,5,4,6,6,5,4,6,1,7,6,4,2,5,7,7,4,3,3,3,5,3,5
1675,Female,1,3,4,6,1,5,1,4,1,3,1,7,1,6,5,2,5,6,4,1,3,4,5,4,4,2,4,6,5
1676,Male,11,7,6,6,3,3,4,4,2,5,2,1,2,4,1,4,3,1,2,7,7,2,4,6,3,5,2,3,3
1677,Female,11,5,6,5,1,6,4,5,7,5,5,2,1,5,6,2,2,1,5,6,2,1,5,4,7,6,2,2,2
1678,Female,9,2,3,1,1,6,1,3,1,2,2,6,3,1,4,5,5,6,2,2,4,1,5,1,5,2,4,2,2
1679,Male,10,7,3,6,4,1,3,2,1,4,4,1,5,4,4,1,7,1,5,3,6,1,7,4,6,4,6,4,4
1680,Female,7,1,3,4,3,6,2,7,1,5,3,4,3,7,7,5,7,3,2,5,5,3,5,7,7,2,2,4,1
1681,Male,5,2,2,2,4,3,4,1,1,3,7,3,6,5,3,3,5,3,4,7,4,1,4,4,6,6,5,1,2
1682,Male,10,1,5,2,7,4,5,3,4,5,2,4,7,5,2,4,5,4,5,6,7,4,4,3,5,4,3,1,5
1683,Female,6,1,4,3,1,6,2,2,6,3,3,1,3,1,2,6,2,3,5,7,6,5,3,4,5,4,4,2,7
1684,Male,6,3,4,7,4,7,2,7,5,3,1,2,1,1,1,3,1,4,1,6,1,3,7,3,6,7,7,7,6
1685,Male,12,7,7,1,4,3,6,2,4,7,2,3,5,3,1,7,4,7,7,4,1,7,3,2,2,3,5,5,7
1686,Male,8,1,7,2,3,6,5,1,2,2,3,6,3,1,2,1,7,4,6,5,1,4,4,6,6,1,2,7,6
1687,Female,4,7,1,3,1,2,2,7,4,7,3,4,7,3,7,7,7,3,5,1,6,3,2,5,2,2,2,6,5
1688,Male,12,2,2,5,1,7,6,5,7,4,6,5,6,3,1,2,6,2,1,3,2,7,3,1,7,1,2,3,5
1689,Male,3,7,7,1,1,2,4,1,2,6,7,2,2,4,4,6,6,5,2,1,3,7,3,1,3,4,5,6,2
1690,Male,8,6,4,4,4,6,2,6,4,2,3,3,5,7,2,6,2,1,6,6,4,1,1,4,7,1,3,3,1
1691,Male,9,1,7,1,1,3,7,2,7,7,5,1,1,6,7,1,5,4,4,2,4,1,7,6,1,3,4,6,2
1692,Male,2,2,4,6,6,6,2,5,1,4,1,5,1,7,1,7,6,3,4,4,3,4,2,2,4,5,1,3,7
1693,Male,8,2,2,3,3,6,3,4,2,4,1,5,6,3,7,3,7,1,3,7,6,5,1,1,6,3,7,5,2
1694,Female,9,2,6,6,4,3,6,6,6,2,2,5,7,3,5,1,5,7,4,4,7,1,7,4,3,7,1,1,3
1695,Male,6,4,3,4,3,7,1,3,5,3,4,2,5,6,2,2,7,1,5,2,3,2,3,3,5,6,7,4,3
1696,Female,12,1,5,7,6,2,4,3,5,7,4,1,5,6,3,7,7,3,7,7,6,2,6,4,5,6,4,7,7
1697,Female,4,7,7,5,6,5,7,1,6,7,1,2,1,6,6,5,6,6,5,4,2,4,6,4,7,4,6,7,6
1698,Male,9,3,4,7,6,1,4,2,5,2,6,2,5,3,1,6,7,6,7,2,4,7,2,2,6,4,6,3,3
